Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1220,160,1,21.0,1680,0,,0,0,0,0,0,22,0,0,4,0,6,5,1971,1971,0,0,6,6,0.0,236.0,1,0,1,1.0,0.0,0.0,2.0,0,0.0,0,672,672,0,2,0,0.0,672,546,0,1218,0,0,1,1,3,1,1,7,0,0,,,,,0,0,,,1,201,0,0,0,0,0,,,,0,4,2,0,1,91500
1221,20,0,66.0,7800,0,,1,0,0,0,0,11,0,0,0,1,5,5,1964,1964,0,0,2,5,1.0,0.0,1,0,1,1.0,0.0,0.0,3.0,312,4.0,118,0,912,0,2,0,0.0,912,0,0,912,0,0,1,0,2,1,1,5,0,0,,0.0,37.0,1.0,1,288,0.0,0.0,0,0,0,0,0,0,0,,,,0,11,2,0,1,115000
1222,20,0,55.0,8250,0,,0,0,0,0,0,9,1,0,0,1,5,5,1968,1968,1,0,3,3,1.0,0.0,1,0,1,1.0,0.0,0.0,4.0,250,4.0,119,210,952,0,0,0,0.0,1211,0,0,1211,0,0,1,0,3,1,1,5,0,1,0.0,0.0,21.0,1.0,1,322,0.0,0.0,0,0,63,0,0,0,0,,,,0,8,0,0,0,134000
1223,50,0,78.0,10496,0,,0,0,0,0,0,11,3,0,0,2,6,6,1949,1950,0,0,2,5,0.0,320.0,1,0,1,1.0,0.0,2.0,3.0,196,0.0,0,844,1040,0,0,0,0.0,1168,678,0,1846,0,0,2,0,3,1,1,7,0,1,1.0,0.0,73.0,1.0,1,315,0.0,0.0,0,0,0,0,0,0,0,,1.0,,0,1,1,0,0,143000
1224,20,0,89.0,10680,0,,0,0,0,0,0,11,0,0,0,1,5,3,1951,1951,1,0,2,5,0.0,44.0,1,0,1,1.0,2.0,0.0,5.0,756,0.0,0,1380,2136,0,2,1,2.0,2136,0,0,2136,0,0,2,0,4,1,1,7,4,0,,1.0,54.0,1.0,2,528,0.0,0.0,0,0,30,0,0,0,0,,0.0,,0,10,2,0,0,137900
1225,60,0,60.0,15384,0,,1,0,0,0,0,17,6,0,0,0,7,5,2004,2005,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,3.0,0.0,724,0.0,0,64,788,0,0,0,0.0,788,702,0,1490,1,0,2,1,3,1,0,8,0,1,1.0,0.0,6.0,2.0,2,388,0.0,0.0,0,100,75,0,0,0,0,,,,0,2,0,0,0,184000
1226,80,0,65.0,10482,0,,0,0,0,0,0,11,0,0,0,5,6,8,1958,1958,1,0,0,0,0.0,63.0,1,1,1,1.0,0.0,3.0,0.0,507,0.0,0,81,588,0,0,0,0.0,1138,0,0,1138,0,1,1,0,3,1,1,6,0,0,,0.0,18.0,0.0,1,264,0.0,0.0,0,224,0,0,0,0,0,,3.0,,0,6,1,0,0,145000
1227,60,0,86.0,14598,0,,1,0,0,3,0,5,1,0,0,0,6,5,2007,2007,0,0,0,0,2.0,74.0,0,0,0,0.0,0.0,2.0,2.0,0,0.0,0,894,894,0,0,0,0.0,894,1039,0,1933,0,0,2,1,4,1,0,9,0,1,1.0,2.0,22.0,2.0,3,668,0.0,0.0,0,100,18,0,0,0,0,,,,0,1,0,0,0,214000
1228,20,0,72.0,8872,0,,0,0,0,2,0,11,0,0,0,1,5,8,1965,2008,0,0,0,0,0.0,300.0,1,0,1,1.0,0.0,0.0,1.0,595,0.0,0,317,912,0,0,0,0.0,912,0,0,912,1,0,1,0,2,1,0,5,0,0,,1.0,78.0,1.0,2,576,0.0,0.0,0,0,240,0,0,0,0,,,,0,12,0,0,0,147000
1229,120,0,65.0,8769,0,,0,0,0,2,0,10,0,0,3,1,9,5,2008,2008,1,0,1,1,0.0,766.0,2,0,0,2.0,0.0,0.0,0.0,1540,0.0,0,162,1702,0,0,0,0.0,1702,0,0,1702,1,0,1,1,1,1,2,7,0,1,1.0,0.0,23.0,2.0,3,1052,0.0,0.0,0,0,72,0,0,224,0,,,,0,10,0,1,2,367294
1230,80,0,70.0,7910,0,,0,0,0,0,0,11,0,0,0,5,5,5,1960,1960,1,0,4,3,1.0,0.0,1,0,1,1.0,0.0,0.0,1.0,666,0.0,0,409,1075,0,1,0,0.0,1507,0,0,1507,0,0,2,0,4,1,1,7,2,0,,4.0,14.0,1.0,1,404,0.0,0.0,0,0,0,0,0,0,0,,1.0,,0,8,0,0,0,127000
1231,90,0,,18890,0,,1,0,0,0,0,9,1,7,2,2,5,5,1977,1977,5,0,7,4,1.0,1.0,1,0,1,0.0,0.0,0.0,0.0,498,3.0,120,652,1361,0,0,0,0.0,1361,1259,0,2620,0,0,2,2,4,2,1,12,0,1,0.0,2.0,32.0,0.0,2,600,0.0,0.0,1,155,24,145,0,0,0,,,1.0,8300,8,1,0,0,190000
1232,90,0,70.0,7728,0,,0,0,0,0,0,11,0,0,2,5,5,6,1962,1962,1,0,2,5,0.0,120.0,1,0,1,1.0,0.0,3.0,1.0,803,0.0,0,303,1106,0,2,0,0.0,1190,0,0,1190,1,0,1,0,3,1,1,6,0,0,,0.0,12.0,1.0,2,540,0.0,0.0,0,0,18,0,0,0,0,,1.0,,0,5,2,0,0,132500
1233,90,0,70.0,9842,0,,0,0,0,1,0,11,0,0,2,1,4,5,1962,1962,0,0,3,3,1.0,0.0,1,0,4,,,,,0,,0,0,0,0,2,0,0.0,1224,0,0,1224,0,0,2,0,2,2,1,6,0,0,,3.0,12.0,1.0,2,462,0.0,0.0,0,0,0,0,0,0,0,,,,0,3,1,0,0,101800
1234,20,0,,12160,0,,1,0,0,0,0,11,0,0,0,1,5,5,1959,1959,1,0,7,4,0.0,180.0,1,0,1,1.0,0.0,0.0,3.0,1000,0.0,0,188,1188,0,3,0,0.0,1188,0,0,1188,1,0,1,0,3,1,1,6,0,0,,0.0,27.0,0.0,2,531,0.0,0.0,0,0,0,0,0,0,0,,0.0,,0,5,4,2,1,142000
1235,70,4,55.0,8525,0,,0,1,0,0,0,23,0,0,0,0,5,6,1911,1950,0,0,1,1,1.0,0.0,1,0,0,1.0,0.0,3.0,2.0,0,0.0,0,940,940,0,2,1,2.0,1024,940,0,1964,0,0,1,1,4,1,1,7,0,0,,,,,0,0,,,1,0,192,0,0,0,0,,,,0,11,0,0,1,130000
1236,70,0,96.0,13132,0,,0,0,0,0,0,2,0,0,0,0,5,5,1914,1950,0,0,2,5,1.0,0.0,1,0,2,0.0,0.0,2.0,2.0,0,0.0,0,747,747,0,1,0,1.0,892,892,0,1784,0,0,1,1,4,1,1,9,0,0,,1.0,92.0,1.0,1,180,1.0,1.0,1,203,40,0,0,0,0,,,,0,7,2,0,0,138887
1237,160,0,36.0,2628,0,,0,0,0,0,0,10,0,0,4,0,7,5,2003,2003,0,0,0,2,2.0,106.0,0,0,0,0.0,0.0,0.0,2.0,0,0.0,0,764,764,0,0,0,0.0,764,862,0,1626,0,0,2,1,2,1,0,6,0,0,,2.0,0.0,0.0,2,474,0.0,0.0,0,0,27,0,0,0,0,,,,0,6,4,0,0,175500
1238,60,0,41.0,12393,0,,2,0,0,1,0,0,0,0,0,0,7,5,2004,2005,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0,0.0,0,847,847,0,0,0,0.0,847,1101,0,1948,0,0,2,1,4,1,0,8,0,1,1.0,2.0,6.0,2.0,2,434,0.0,0.0,0,100,48,0,0,0,0,,,,0,9,2,0,0,195000
1239,20,0,63.0,13072,0,,0,0,0,0,0,12,4,0,0,1,6,5,2005,2005,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0,0.0,0,1141,1141,0,0,0,0.0,1141,0,0,1141,0,0,1,1,3,1,1,6,0,0,,1.0,11.0,1.0,2,484,0.0,0.0,0,0,0,0,0,0,0,,,,0,3,2,0,1,142500
1240,20,0,64.0,9037,0,,1,3,0,0,0,16,0,0,0,1,8,5,2006,2006,1,0,0,0,0.0,32.0,0,0,0,0.0,0.0,3.0,0.0,428,0.0,0,1048,1476,0,0,0,0.0,1484,0,0,1484,0,0,2,0,2,1,2,6,0,1,1.0,0.0,13.0,0.0,2,472,0.0,0.0,0,120,33,0,0,0,0,,,,0,12,1,0,0,265900
1241,60,0,65.0,8158,0,,0,0,0,0,0,0,0,0,0,0,7,5,2003,2003,0,0,0,0,0.0,252.0,0,0,0,0.0,0.0,0.0,0.0,550,0.0,0,334,884,0,0,0,0.0,884,884,0,1768,1,0,2,1,3,1,0,8,0,0,,0.0,0.0,0.0,2,543,0.0,0.0,0,0,63,0,0,0,0,,,,0,7,0,0,0,224900
1242,20,0,83.0,9849,0,,0,0,0,0,0,5,0,0,0,1,7,6,2007,2007,1,0,0,0,2.0,0.0,0,0,0,0.0,0.0,3.0,2.0,0,0.0,0,1689,1689,0,0,0,0.0,1689,0,0,1689,0,0,2,0,3,1,0,7,0,0,,0.0,22.0,0.0,3,954,0.0,0.0,0,0,56,0,0,0,0,,,,0,6,1,1,2,248328
1243,85,0,85.0,10625,0,,0,0,0,0,0,6,0,0,0,4,7,6,1974,1974,0,0,7,4,0.0,81.0,1,0,1,0.0,0.0,1.0,0.0,885,4.0,121,0,1053,0,2,0,0.0,1173,0,0,1173,1,0,2,0,3,1,0,6,0,2,0.0,0.0,47.0,0.0,2,528,0.0,0.0,0,0,120,0,0,0,0,,0.0,,0,1,4,0,5,170000
1244,20,0,107.0,13891,0,,0,0,0,0,0,10,0,0,0,1,10,5,2006,2006,0,0,0,0,,,2,0,0,2.0,1.0,1.0,0.0,1386,0.0,0,690,2076,0,0,0,0.0,2076,0,0,2076,1,0,2,1,2,1,2,7,0,1,1.0,0.0,13.0,2.0,3,850,0.0,0.0,0,216,229,0,0,0,0,,,,0,9,2,1,2,465000
1245,70,0,,11435,0,,1,3,0,2,1,2,0,0,0,0,8,7,1929,1950,0,0,4,8,1.0,0.0,1,0,0,0.0,0.0,0.0,2.0,0,0.0,0,792,792,0,3,0,0.0,792,725,0,1517,0,0,1,0,3,1,0,7,0,2,1.0,1.0,8.0,1.0,2,400,0.0,0.0,0,0,0,0,0,0,0,,,,0,6,2,0,0,230000
1246,80,0,78.0,12090,0,,0,0,0,0,0,6,0,0,0,5,6,7,1984,2003,1,0,0,0,0.0,74.0,1,0,1,0.0,0.0,0.0,2.0,0,0.0,0,585,585,0,0,0,0.0,1140,728,0,1868,0,0,3,1,3,1,1,7,0,1,0.0,2.0,60.0,2.0,2,477,0.0,0.0,0,268,112,0,0,147,0,,,,0,1,1,0,1,178000
1247,60,3,65.0,8125,0,,0,0,0,0,0,5,0,0,0,0,7,5,2005,2006,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0,0.0,0,756,756,0,0,0,0.0,756,797,0,1553,0,0,2,1,3,1,0,6,0,0,,0.0,11.0,0.0,2,615,0.0,0.0,0,0,45,0,0,0,0,,,,0,3,2,1,2,186500
1248,80,0,,12328,0,,1,0,0,0,0,4,0,0,0,5,6,5,1976,1976,0,0,3,3,0.0,335.0,1,0,1,1.0,0.0,3.0,0.0,539,0.0,0,473,1012,0,2,0,0.0,1034,0,0,1034,1,0,1,0,3,1,1,6,0,0,,0.0,1.0,1.0,3,888,0.0,0.0,0,0,0,0,0,0,0,,,,0,5,4,0,0,169900
1249,75,1,60.0,9600,0,0.0,0,0,0,0,0,7,0,0,0,6,6,5,1917,1950,0,0,8,9,1.0,0.0,1,0,2,0.0,0.0,0.0,3.0,319,0.0,0,416,735,4,3,1,0.0,1134,924,0,2058,0,0,1,1,3,1,1,8,0,1,1.0,1.0,49.0,1.0,2,396,1.0,1.0,2,0,0,259,0,0,0,,,,0,4,0,0,0,129500
1250,20,0,60.0,7200,0,,0,0,0,0,0,11,0,0,0,1,5,7,1950,1950,0,0,1,1,1.0,0.0,1,0,1,1.0,0.0,0.0,4.0,534,3.0,55,246,876,0,2,0,0.0,988,0,0,988,0,0,1,0,3,1,1,6,0,0,,0.0,49.0,1.0,1,276,0.0,0.0,0,0,80,0,0,0,0,,,,0,5,1,0,0,119000
1251,20,0,93.0,11160,0,,0,0,0,2,0,11,0,0,0,1,7,5,1968,1968,1,0,4,7,1.0,0.0,0,0,1,1.0,0.0,0.0,1.0,1065,0.0,0,1045,2110,0,0,0,0.0,2110,0,0,2110,1,0,2,1,3,1,2,8,0,2,0.0,0.0,21.0,2.0,2,522,0.0,0.0,0,0,0,0,0,0,0,,,,0,4,4,0,0,244000
1252,120,0,,3136,0,,1,0,0,2,0,10,0,0,3,1,7,5,2003,2003,0,0,0,2,2.0,163.0,0,0,0,0.0,0.0,0.0,2.0,0,0.0,0,1405,1405,0,0,0,0.0,1405,0,0,1405,0,0,2,0,2,1,0,6,0,1,1.0,0.0,0.0,0.0,2,478,0.0,0.0,0,148,36,0,0,0,0,,,,0,3,2,0,0,171750
1253,20,0,62.0,9858,0,,0,0,0,0,0,4,0,0,0,1,5,6,1968,1968,0,0,3,3,1.0,0.0,1,0,1,1.0,0.0,0.0,4.0,510,0.0,0,354,864,0,2,0,0.0,874,0,0,874,1,0,1,0,3,1,1,5,0,0,,0.0,21.0,0.0,1,288,0.0,0.0,0,33,0,0,0,0,0,,1.0,0.0,600,11,3,0,0,130000
1254,60,0,,17542,0,,1,0,0,0,0,1,0,0,0,0,7,7,1974,2003,0,0,2,5,1.0,0.0,0,0,1,1.0,0.0,1.0,5.0,125,2.0,122,36,1192,0,2,0,0.0,1516,651,0,2167,1,0,2,1,3,1,0,9,0,2,1.0,0.0,47.0,0.0,2,518,0.0,0.0,0,220,47,0,0,0,0,,0.0,,0,7,1,0,0,294000
1255,60,0,60.0,6931,0,,0,0,0,0,0,15,0,0,0,0,7,5,2003,2004,0,0,0,0,2.0,92.0,0,0,0,0.0,0.0,0.0,2.0,0,0.0,0,746,746,0,0,0,0.0,760,896,0,1656,0,0,2,1,3,1,0,7,0,1,1.0,2.0,0.0,2.0,2,397,0.0,0.0,0,178,128,0,0,0,0,,,,0,7,0,0,0,165400
1256,50,1,52.0,6240,0,,0,0,0,0,0,8,0,0,0,2,6,6,1931,1950,0,0,2,5,1.0,0.0,1,0,2,1.0,2.0,0.0,5.0,425,0.0,0,459,884,0,2,0,2.0,959,408,0,1367,0,0,1,0,3,1,1,6,0,1,1.0,1.0,76.0,1.0,1,560,0.0,0.0,0,0,0,0,0,120,0,,,,0,11,1,0,0,127500
1257,20,0,91.0,14303,0,,1,0,0,2,0,3,0,0,0,1,8,5,1994,1994,1,0,3,3,0.0,554.0,0,0,0,0.0,0.0,1.0,0.0,1314,0.0,0,672,1986,0,0,0,0.0,1987,0,0,1987,1,0,2,0,2,1,0,7,0,1,0.0,0.0,74.0,2.0,2,691,0.0,0.0,0,262,36,0,0,0,0,,,,0,8,0,0,0,301500
1258,30,0,56.0,4060,0,,0,0,0,2,0,15,1,0,0,1,5,8,1922,1950,0,0,2,5,1.0,0.0,1,0,0,3.0,0.0,0.0,2.0,0,0.0,0,864,864,0,0,0,0.0,864,0,0,864,0,0,1,0,2,1,1,4,0,0,,,,,0,0,,,0,0,96,0,0,0,0,,,,0,7,3,0,0,99900
1259,80,0,59.0,9587,0,,1,0,0,0,0,17,0,0,0,5,7,5,2005,2005,0,0,0,0,2.0,182.0,0,0,0,0.0,0.0,1.0,0.0,655,0.0,0,201,856,0,0,0,0.0,1166,0,0,1166,1,0,2,0,2,1,0,5,0,0,,0.0,11.0,2.0,2,400,0.0,0.0,0,212,0,0,0,0,0,,,,0,7,0,0,0,190000
1260,20,0,65.0,9750,0,,0,0,0,1,0,11,0,0,0,1,6,8,1969,1969,0,0,3,3,1.0,0.0,1,0,1,0.0,0.0,0.0,1.0,602,4.0,123,14,1054,0,1,0,0.0,1054,0,0,1054,1,0,1,1,3,1,1,6,0,0,,0.0,55.0,1.0,2,460,0.0,0.0,0,180,0,0,0,80,0,,,,0,7,0,0,0,151000
1261,60,0,,24682,0,,3,0,0,3,0,17,6,0,0,0,6,5,1999,1999,0,0,0,0,1.0,0.0,1,0,0,0.0,0.0,0.0,2.0,0,0.0,0,841,841,0,0,0,0.0,892,783,0,1675,0,0,2,1,3,1,1,7,0,1,0.0,2.0,38.0,2.0,2,502,0.0,0.0,0,0,103,0,0,0,0,,,,0,6,3,0,0,181000
1262,20,0,80.0,9600,0,,0,0,0,0,0,11,0,0,0,1,5,6,1956,1956,1,0,1,1,1.0,0.0,1,0,1,1.0,0.0,0.0,3.0,504,0.0,0,546,1050,0,1,0,0.0,1050,0,0,1050,0,0,1,0,2,1,1,5,0,0,,0.0,45.0,1.0,1,338,0.0,0.0,0,0,0,0,0,0,0,,,,0,6,3,0,0,128900
1263,50,0,,11250,0,,0,0,0,0,0,19,0,0,0,2,4,5,1957,1989,0,0,2,5,1.0,0.0,1,0,1,1.0,0.0,3.0,2.0,0,0.0,0,1104,1104,0,0,0,2.0,1104,684,0,1788,1,0,1,0,5,1,1,8,3,2,0.0,0.0,24.0,1.0,1,304,0.0,0.0,0,120,0,0,0,0,0,,,,0,11,3,0,0,161500
1264,70,0,60.0,13515,0,1.0,0,0,0,0,0,8,0,0,0,0,6,6,1919,1950,2,0,2,5,1.0,0.0,1,0,0,1.0,0.0,0.0,2.0,0,0.0,0,764,764,0,0,0,2.0,1060,764,0,1824,0,0,1,0,3,1,1,8,0,1,1.0,1.0,72.0,1.0,2,520,0.0,0.0,1,0,0,126,0,0,0,,2.0,,0,7,1,0,0,180500
1265,120,4,34.0,4060,0,,0,0,0,0,0,11,0,0,3,1,6,5,1998,1999,0,0,1,1,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,266,0.0,0,1139,1405,0,0,0,0.0,1337,0,0,1337,1,0,2,0,2,1,0,5,0,0,,0.0,3.0,2.0,2,511,0.0,0.0,0,144,68,0,0,0,0,,,,0,8,0,2,1,181000
1266,160,3,35.0,3735,0,,0,0,0,4,0,5,0,0,3,0,7,5,1999,1999,1,0,1,1,0.0,218.0,0,0,0,0.0,0.0,0.0,0.0,450,0.0,0,241,691,0,0,0,0.0,713,739,0,1452,1,0,2,1,3,1,0,6,0,0,,1.0,38.0,1.0,2,506,0.0,0.0,0,0,34,0,0,0,0,,,,0,3,2,0,0,183900
1267,190,1,60.0,10120,0,,1,1,0,0,0,7,1,0,1,6,7,4,1910,1950,1,0,2,5,1.0,0.0,3,0,1,1.0,0.0,0.0,2.0,0,0.0,0,925,925,0,2,1,1.0,964,925,0,1889,0,0,1,1,4,2,1,9,0,1,1.0,1.0,14.0,1.0,1,308,0.0,0.0,1,0,0,264,0,0,0,,0.0,,0,1,1,0,0,122000
1268,20,0,89.0,13214,0,,1,3,0,0,0,16,0,0,0,1,9,5,2008,2009,1,0,9,6,1.0,0.0,2,0,0,2.0,0.0,1.0,2.0,0,0.0,0,2002,2002,0,0,0,0.0,2018,0,0,2018,0,0,2,0,3,1,2,10,0,1,1.0,0.0,48.0,2.0,3,746,0.0,0.0,0,144,76,0,0,0,0,,,,0,5,4,0,0,378500
1269,50,0,,14100,0,,1,0,0,0,1,2,0,0,0,2,8,9,1935,1997,0,0,9,8,0.0,632.0,1,1,1,1.0,0.0,2.0,3.0,192,0.0,0,536,728,0,0,0,0.0,1968,1479,0,3447,0,0,3,1,4,1,0,11,0,2,1.0,2.0,77.0,1.0,3,1014,0.0,0.0,0,314,12,0,0,0,0,,1.0,,0,5,0,0,0,381000
1270,50,0,78.0,11344,0,,0,0,0,0,0,11,1,0,0,2,5,5,1958,1958,0,0,1,1,0.0,180.0,1,0,1,1.0,0.0,0.0,4.0,460,0.0,0,414,874,1,2,0,2.0,874,650,0,1524,0,0,1,1,3,1,1,7,0,0,,0.0,18.0,1.0,1,315,0.0,0.0,0,0,0,0,0,0,0,,1.0,,0,7,1,0,0,144000
1271,40,0,,23595,0,,0,2,0,0,2,19,0,0,0,1,7,6,1979,1979,5,3,7,4,1.0,0.0,0,0,0,0.0,0.0,1.0,0.0,1258,0.0,0,74,1332,0,2,0,0.0,1332,192,0,1524,2,0,0,1,0,1,0,4,0,1,0.0,0.0,53.0,2.0,2,586,0.0,0.0,0,268,0,0,0,0,0,,,,0,4,4,0,0,260000
1272,20,0,,9156,0,,1,0,0,0,0,6,2,0,0,1,6,7,1968,1968,1,0,4,7,1.0,0.0,1,0,1,1.0,0.0,0.0,2.0,0,0.0,0,1489,1489,0,1,0,0.0,1489,0,0,1489,0,0,2,0,3,1,0,7,0,1,1.0,0.0,21.0,0.0,2,462,0.0,0.0,0,0,0,0,0,0,0,,,,0,8,3,0,0,185750
1273,20,0,,13526,0,,1,0,0,3,0,9,0,0,0,1,5,6,1965,1965,1,0,3,4,0.0,114.0,1,0,1,1.0,0.0,0.0,4.0,560,4.0,124,0,935,0,2,0,0.0,935,0,0,935,1,0,1,0,3,1,1,5,0,0,,0.0,10.0,1.0,1,288,0.0,0.0,0,180,0,0,0,0,0,,0.0,,0,11,2,0,0,137000
1274,80,0,124.0,11512,0,,1,0,0,2,0,15,0,0,0,5,6,7,1959,2006,0,0,7,4,0.0,84.0,1,0,1,1.0,0.0,3.0,1.0,719,0.0,0,300,1019,0,1,0,0.0,1357,0,0,1357,1,0,1,0,2,1,2,5,0,1,1.0,4.0,27.0,0.0,1,312,0.0,0.0,0,0,0,0,0,163,0,,2.0,,0,5,0,0,0,177000
1275,50,0,53.0,5362,0,,0,0,0,2,0,2,0,0,0,2,5,6,1910,2003,0,0,2,2,1.0,0.0,1,0,0,1.0,0.0,0.0,2.0,0,0.0,0,661,661,0,0,0,0.0,661,589,0,1250,0,0,2,0,3,1,1,8,0,1,1.0,1.0,34.0,1.0,2,552,0.0,0.0,0,242,0,81,0,0,0,,,,0,11,1,0,0,139000
1276,90,0,95.0,11345,0,,0,0,0,2,0,11,1,0,2,0,5,5,1948,1950,0,6,8,9,2.0,567.0,1,0,1,1.0,0.0,0.0,3.0,220,0.0,0,708,928,0,1,0,2.0,928,992,0,1920,0,0,2,0,4,2,1,10,0,0,,1.0,46.0,1.0,2,400,0.0,1.0,0,0,0,0,0,0,0,,,,0,7,1,0,0,137000
1277,60,0,,12936,0,,1,0,0,3,0,6,0,0,0,0,6,6,1972,1972,0,0,3,4,1.0,0.0,1,0,1,1.0,1.0,0.0,4.0,593,0.0,0,130,723,0,2,0,0.0,735,660,0,1395,0,1,1,1,3,1,1,6,0,1,0.0,0.0,67.0,1.0,2,497,0.0,0.0,0,294,116,0,0,0,0,,,,0,12,3,0,0,162000
1278,80,0,,17871,0,,1,0,0,3,0,6,0,0,0,5,6,5,1967,1976,0,0,3,3,0.0,359.0,1,0,1,0.0,0.0,3.0,1.0,528,0.0,0,1152,1680,0,3,0,0.0,1724,0,0,1724,1,0,1,1,3,1,1,7,0,1,1.0,0.0,17.0,0.0,2,480,0.0,0.0,0,0,0,0,0,0,0,,,,0,6,3,0,0,197900
1279,60,0,75.0,9473,0,,0,0,0,0,0,0,0,0,0,0,8,5,2002,2002,0,0,0,0,,,0,0,0,0.0,0.0,0.0,0.0,804,0.0,0,324,1128,0,0,0,0.0,1128,903,0,2031,1,0,2,1,3,1,0,7,0,1,1.0,0.0,20.0,0.0,2,577,0.0,0.0,0,0,211,0,0,0,0,,,,0,3,0,0,0,237000
1280,50,2,60.0,7500,0,,0,0,0,0,0,13,0,0,0,2,4,4,1920,1950,0,0,1,1,1.0,0.0,1,1,1,1.0,0.0,0.0,2.0,0,0.0,0,698,698,0,2,0,2.0,698,430,0,1128,0,0,1,0,2,1,1,6,0,0,,1.0,69.0,0.0,2,528,0.0,0.0,0,30,0,164,0,0,0,,,,0,4,4,2,1,68400
1281,20,0,67.0,9808,0,,1,0,0,0,0,0,0,0,0,1,7,5,2002,2002,0,0,0,0,0.0,110.0,0,0,0,0.0,0.0,0.0,0.0,788,0.0,0,785,1573,0,0,0,0.0,1573,0,0,1573,1,0,2,0,3,1,0,6,0,0,,0.0,20.0,0.0,2,544,0.0,0.0,0,0,72,0,0,0,0,,,,0,3,3,0,0,227000
1282,20,0,50.0,8049,0,,1,0,0,3,0,16,0,0,0,1,7,5,1990,1990,1,0,3,3,0.0,54.0,1,0,1,0.0,0.0,0.0,1.0,1053,0.0,0,256,1309,0,2,0,0.0,1339,0,0,1339,1,0,2,0,2,1,1,6,0,1,0.0,0.0,40.0,2.0,2,484,2.0,2.0,0,0,58,0,0,90,0,,,,0,7,2,0,0,180000
1283,20,0,61.0,8800,0,,1,0,0,0,0,0,0,0,0,1,5,7,1977,2008,0,0,3,3,1.0,0.0,1,0,1,0.0,0.0,2.0,5.0,532,3.0,125,364,1040,0,2,0,0.0,1040,0,0,1040,0,0,2,0,3,1,0,5,0,0,,1.0,32.0,1.0,2,484,0.0,0.0,0,0,0,0,0,288,0,,,,0,9,3,0,0,150500
1284,90,0,94.0,9400,0,,0,2,0,2,0,4,0,0,2,0,6,5,1971,1971,3,0,1,2,1.0,0.0,1,0,1,1.0,0.0,3.0,2.0,0,0.0,0,912,912,0,2,0,0.0,912,912,0,1824,0,0,2,2,4,2,1,8,0,0,,,,,0,0,,,0,128,0,0,0,0,0,,,,0,4,4,0,0,139000
1285,50,0,50.0,9638,0,,0,0,0,0,0,23,1,0,0,2,6,7,1919,1990,0,0,2,2,1.0,0.0,1,0,0,1.0,0.0,0.0,2.0,0,0.0,0,804,804,0,0,0,0.0,1699,748,0,2447,0,0,2,0,4,1,0,10,3,1,1.0,1.0,55.0,1.0,1,336,0.0,0.0,0,272,0,42,0,116,0,,,,0,3,4,0,0,169000
1286,50,1,50.0,6000,0,,0,0,0,0,0,8,0,0,0,2,6,6,1939,1950,0,0,1,1,1.0,0.0,1,2,1,1.0,0.0,0.0,2.0,0,0.0,0,780,780,0,0,0,1.0,825,587,0,1412,0,0,1,0,4,1,1,6,0,1,1.0,1.0,9.0,1.0,1,280,0.0,0.0,0,45,0,0,0,0,0,,,,0,5,3,0,0,132500
1287,20,0,,9790,0,,0,0,0,0,0,6,1,0,0,1,6,5,1963,1963,1,0,3,3,0.0,451.0,1,0,1,1.0,0.0,0.0,1.0,569,3.0,126,678,1328,0,2,0,0.0,1328,0,0,1328,1,0,1,1,3,1,1,6,0,2,1.0,0.0,35.0,1.0,2,528,0.0,0.0,0,0,26,0,0,0,0,,,,0,6,4,0,0,143000
1288,20,0,,36500,0,,1,2,0,0,1,19,0,0,0,1,5,5,1964,1964,0,0,2,5,3.0,621.0,1,1,1,1.0,0.0,3.0,3.0,812,0.0,0,812,1624,0,3,0,0.0,1582,0,0,1582,0,1,2,0,4,1,1,7,0,0,,0.0,37.0,1.0,2,390,0.0,0.0,1,168,198,0,0,0,0,,,,0,6,2,0,0,190000
